# ::id 225632-0006
# ::tok For those who care , a good proportion of the my class went on to 4 - year colleges , many of them ranked in the top 50 of US News .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.1 3-1.1.1 6-1.1.2.1.2 7-1.1.2.1.3 8-1.1.2.2 10-1.1.2.4 11-1.1.2.5 12-1.1.3 13-1.1.3 14-1.1.4.1 15-1.1.4.2.1 17-1.1.4.2.2 18-1.1.4.3 20-1.2.1.1 21-1.2.1.2 22-1.2.1.3 23-1.2.2 24-1.2.3.2.1 26-1.2.3.2.3 27-1.2.3.2.4 28-1.2.3.1.1 29-1.2.3.1.2 30-1.2.3.1.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :G (v4 / label~e.0,1,2,3)
           :A (v5 / label
                  :Q (v11 / label
                          :E (v23 / label~e.6)
                          :C (v24 / label~e.7))
                  :R (v12 / label~e.8)
                  :E (v13 / label~e.10)
                  :C (v14 / label~e.11))
           :P (v6 / label~e.12,13)
           :A (v7 / label
                  :R (v15 / label~e.14)
                  :E (v16 / label
                          :Q (v25 / label~e.15)
                          :C (v26 / label~e.17))
                  :C (v17 / label~e.18)))
    :H (v3 / label
           :A (v8 / label
                  :Q (v18 / label~e.20)
                  :R (v19 / label~e.21)
                  :C (v20 / label~e.22))
           :S (v9 / label~e.23)
           :A (v10 / label
                   :C (v21 / label
                           :R (v27 / label~e.28)
                           :C (v28 / label~e.29,30))
                   :C (v22 / label
                           :R (v29 / label~e.24)
                           :C (v30 / label~e.26)
                           :Q (v31 / label~e.27)))))
