# ::id 26500000
# ::tok Great , and probably the only West Indian spot worth hitting up in Nashville .
# ::alignments 0-1.1.2 2-1.2 3-1.3.3 4-1.3.4.1.1 5-1.3.4.1.2 6-1.3.4.2 7-1.3.4.2 8-1.3.4.3 9-1.3.5 10-1.3.1 11-1.3.1 12-1.3.2.1 13-1.3.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label)
           :S (v6 / label~e.0))
    :L (v3 / label~e.2)
    :H (v4 / label
           :P (v7 / label~e.10,11)
           :A (v8 / label
                  :R (v12 / label~e.12)
                  :C (v13 / label~e.13))
           :G (v9 / label~e.3)
           :A (v10 / label
                   :Q (v14 / label
                           :E (v17 / label~e.4)
                           :C (v18 / label~e.5))
                   :E (v15 / label~e.6,7)
                   :C (v16 / label~e.8))
           :D (v11 / label~e.9)))
