# ::id 158335-0006
# ::tok grey shirt " mark " of course with this type behavior he could have been wearing someon else s clothing .....
# ::alignments 0-1.1.2.1 1-1.1.2.2 3-1.1.2.3 5-1.1.3 6-1.1.3 7-1.1.4.1 8-1.1.4.2 9-1.1.5 10-1.1.4.3 11-1.1.6.6 12-1.1.6.1 15-1.1.6.4 16-1.1.6.5.1.1 17-1.1.6.5.1.2 18-1.1.6.5.2 19-1.1.6.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v8 / label~e.0)
                  :E (v9 / label~e.1)
                  :C (v10 / label~e.3))
           :G (v4 / label~e.5,6)
           :S (v5 / label
                  :R (v11 / label~e.7)
                  :E (v12 / label~e.8)
                  :C (v13 / label~e.10))
           :D (v6 / label~e.9)
           :A (v7 / label
                  :D (v14 / label~e.12)
                  :P (v15 / label~e.15)
                  :A (v16 / label
                          :A (v18 / label
                                  :C (v21 / label~e.16)
                                  :E (v22 / label~e.17))
                          :S (v19 / label~e.18)
                          :A (v20 / label~e.19))
                  :A (v17 / label~e.11))))
