# ::id 096340-0004
# ::tok They do have a good selection of fabric and notions .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 4-1.1.4.2 5-1.1.4.1.2 6-1.1.4.3.1 7-1.1.4.3.2 8-1.1.4.3.3 9-1.1.4.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :D (v4 / label~e.1)
           :S (v5 / label~e.2)
           :A (v6 / label
                  :P (v7 / label
                         :C (v10 / label~e.5))
                  :D (v8 / label~e.4)
                  :A (v9 / label
                         :R (v11 / label~e.6)
                         :C (v12 / label~e.7)
                         :N (v13 / label~e.8)
                         :C (v14 / label~e.9)))))
