# ::id 115653-0004
# ::tok I was experiencing severe back pain to the point I could barely walk or even bare to sit .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4.3 4-1.1.4.4 5-1.1.4.1 6-1.1.4.2.1 8-1.1.4.2.3 9-1.1.4.2.4.1.1 10-1.1.4.2.4.1.2 11-1.1.4.2.4.1.3 12-1.1.4.2.4.1.4 13-1.1.4.2.4.2 14-1.1.4.2.4.3.1 15-1.1.4.2.4.3.2 17-1.1.4.2.4.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.2)
           :A (v5 / label
                  :P (v6 / label~e.5)
                  :A (v7 / label
                         :R (v10 / label~e.6)
                         :C (v11 / label~e.8)
                         :E (v12 / label
                                 :H (v13 / label
                                         :A (v16 / label~e.9)
                                         :D (v17 / label~e.10)
                                         :D (v18 / label~e.11)
                                         :P (v19 / label~e.12))
                                 :L (v14 / label~e.13)
                                 :H (v15 / label
                                         :G (v20 / label~e.14)
                                         :D (v21 / label~e.15)
                                         :P (v22 / label~e.17)
                                         :A v16)))
                  :D (v8 / label~e.3)
                  :A (v9 / label~e.4))))
