# ::id 357217-0005
# ::tok Even the least discriminating diner would know not to eat at Sprecher 's .
# ::alignments 0-1.1 1-1.2.1.1 2-1.2.1.2.1 3-1.2.1.2.2.1 4-1.2.1.3 5-1.2.2 6-1.2.3 7-1.2.4 9-1.2.5.2 10-1.2.6.1 11-1.2.6.2 12-1.2.6.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v4 / label
                  :E (v10 / label~e.1)
                  :E (v11 / label
                          :E (v16 / label~e.2)
                          :C (v17 / label
                                  :P (v18 / label~e.3)))
                  :C (v12 / label~e.4))
           :D (v5 / label~e.5)
           :D (v6 / label~e.6)
           :D (v7 / label~e.7)
           :P (v8 / label
                  :C (v13 / label~e.9))
           :A (v9 / label
                  :R (v14 / label~e.10)
                  :C (v15 / label~e.11,12))))
