# ::id 26680001
# ::tok I generally like the BK over the other fast serving restaurants ; however , I regreted to visit this restaurant at my town .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.5.1 6-1.1.5.2 7-1.1.5.3 8-1.1.5.4.1 9-1.1.5.4.2 10-1.1.5.5 12-1.2 14-1.3.2 15-1.3.3 16-1.3.1.1 17-1.3.1.2 18-1.3.1.3.1 19-1.3.1.3.2 20-1.3.1.4.1 21-1.3.1.4.2.2 22-1.3.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :D (v6 / label~e.1)
           :P (v7 / label~e.2)
           :A (v8 / label
                  :E (v13 / label~e.3)
                  :C (v14 / label~e.4))
           :A (v9 / label
                  :R (v15 / label~e.5)
                  :E (v16 / label~e.6)
                  :E (v17 / label~e.7)
                  :E (v18 / label
                          :D (v24 / label~e.8)
                          :P (v25 / label~e.9))
                  :C (v19 / label~e.10)))
    :L (v3 / label~e.12)
    :H (v4 / label
           :A (v10 / label
                   :R (v20 / label~e.16)
                   :P (v21 / label~e.17)
                   :A (v22 / label
                           :E (v26 / label~e.18)
                           :C (v27 / label~e.19))
                   :A (v23 / label
                           :R (v28 / label~e.20)
                           :E (v29 / label
                                   :A (v30 / label~e.22)
                                   :S (v31 / label~e.21))
                           :C v30))
           :A (v11 / label~e.14)
           :P (v12 / label~e.15)))
