# ::id 229410-0002
# ::tok I have worked with Ted Jurek at Decor and You , and it started out as a decent experience .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.2 6-1.1.5.1 7-1.1.5.2 8-1.1.5.2 9-1.1.5.2 11-1.2 12-1.3.2 13-1.3.3.1 15-1.3.4.1 17-1.3.1 18-1.3.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.2)
           :A (v7 / label
                  :R (v13 / label~e.3)
                  :C (v14 / label~e.4,5))
           :A (v8 / label
                  :R (v15 / label~e.6)
                  :C (v16 / label~e.7,8,9)))
    :L (v3 / label~e.11)
    :H (v4 / label
           :D (v9 / label~e.17)
           :A (v10 / label~e.12)
           :D (v11 / label
                   :C (v17 / label~e.13))
           :P (v12 / label
                   :R (v18 / label~e.15)
                   :C (v19 / label~e.18))))
