# ::id 267732-0004
# ::tok From the delectable Antipasto Misto to the Spaghetti alla Barese and the Parmigiana and ending with gelato , all was mouth watering .
# ::alignments 0-1.1.1.3.1 1-1.1.1.3.2.1 2-1.1.1.3.2.2.2 3-1.1.1.3.2.3 4-1.1.1.3.2.3 5-1.1.1.3.3 7-1.1.1.3.4.2 8-1.1.1.3.4.2 9-1.1.1.3.4.2 10-1.1.1.3.5 12-1.1.1.3.6.2 13-1.1.1.3.7 14-1.1.1.3.8.1 15-1.1.1.3.8.2 16-1.1.1.3.8.3 18-1.1.1.1 20-1.1.3.2 21-1.1.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :Q (v5 / label~e.18)
                  :C (v6 / label
                         :R (v9 / label~e.0)
                         :C (v10 / label
                                 :E (v17 / label~e.1)
                                 :E (v18 / label
                                         :A (v19 / label~e.3,4)
                                         :S (v25 / label~e.2))
                                 :C v19)
                         :N (v11 / label~e.5)
                         :C (v12 / label
                                 :C (v20 / label~e.7,8,9))
                         :N (v13 / label~e.10)
                         :C (v14 / label
                                 :C (v21 / label~e.12))
                         :N (v15 / label~e.13)
                         :C (v16 / label
                                 :E (v22 / label~e.14)
                                 :R (v23 / label~e.15)
                                 :C (v24 / label~e.16))))
           :S (v4 / label
                  :C (v7 / label~e.20)
                  :C (v8 / label~e.21))))
