# ::id 053248-0005
# ::tok Now , the best of that unique food comes at the very beginning of the meal .
# ::alignments 0-1.1 3-1.2.1.1.1.2 4-1.2.1.2.1 5-1.2.1.2.2 6-1.2.1.2.3.2 7-1.2.1.2.4 8-1.2.2 9-1.2.3.3 11-1.2.3.1.2 12-1.2.3.1.3 13-1.2.3.2.1 15-1.2.3.2.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v4 / label
                  :C (v7 / label
                         :S (v12 / label
                                 :C (v21 / label~e.3)))
                  :E (v8 / label
                         :R (v13 / label~e.4)
                         :E (v14 / label~e.5)
                         :E (v15 / label
                                 :A (v16 / label~e.7)
                                 :S (v22 / label~e.6))
                         :C v16))
           :P (v5 / label~e.8)
           :A (v6 / label
                  :D (v9 / label
                         :E (v17 / label~e.11)
                         :C (v18 / label~e.12))
                  :P (v10 / label
                          :R (v19 / label~e.13)
                          :C (v20 / label~e.15))
                  :R (v11 / label~e.9))))
