# ::id 183518-0007
# ::tok There 's plenty of parking , and I 've never had an issue with audience members who wo n't stop talking or answering their cellphones .
# ::alignments 2-1.1.3 3-1.1.4.1 4-1.1.4.2 6-1.2 7-1.3.4 9-1.3.6 11-1.3.2.1 12-1.3.2.2 13-1.3.3.1 14-1.3.3.4.3 15-1.3.3.2.1.2 18-1.3.3.2.4 19-1.3.3.2.5 20-1.3.3.2.6 21-1.3.3.3 22-1.3.3.4.1 23-1.3.3.4.2.1.1 24-1.3.3.4.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :S (v5 / label~e.2)
           :A (v6 / label
                  :R (v11 / label~e.3)
                  :C (v12 / label~e.4)))
    :L (v3 / label~e.6)
    :H (v4 / label
           :P (v7 / label
                  :E (v13 / label~e.11)
                  :C (v14 / label~e.12))
           :A (v8 / label
                  :R (v15 / label~e.13)
                  :H (v16 / label
                          :A (v19 / label
                                  :C (v25 / label~e.14)
                                  :E (v26 / label~e.15))
                          :D (v20 / label~e.18)
                          :D (v21 / label~e.19)
                          :P (v22 / label~e.20))
                  :L (v17 / label~e.21)
                  :H (v18 / label
                          :P (v23 / label~e.22)
                          :A (v24 / label
                                  :E (v27 / label
                                          :S (v29 / label~e.23))
                                  :C (v28 / label~e.24))
                          :A v25))
           :A (v9 / label~e.7)
           :D (v10 / label~e.9)))
